第1話,9/18<br>9/19<br>9/20<br>9/25<br>9/26<br>9/27,仏像は泣く,福田亮太<br>本庄の父（演：三遊亭歌司）<br>協力者（演：たかはし等）<br>殺人犯（演：内山厳）<br>村人（演：神田時枝）<br>本庄の娘（演：早川亜希）<br>青龍（演：奥村公延）<br>本庄の息子（演：西岡竜一朗）<br>山本ふじ子 村人（演：高杉哲平）<br>管理者（演：戸川暁子）<br>白虎（演：岡田修一良）<br>本庄の母（演：左時枝）<br>千葉県栗源町のみなさん
第2話,10/9<br>10/10<br>10/11<br>10/16<br>10/17<br>10/18<br>10/19,冥界から来た人形,饗場詩野<br>俵有希子<br>粕谷聡（演：中島陽典）<br>山岡弥生（演：片桐はいり）<br>田中龍<br>新納敏正<br>文月啓子（演：北原佐和子）<br>大垣胤雄（演：渡辺哲）<br>庄子光明（演：小林すすむ）<br>倉木寛子（演：伊澤真理）<br>近藤治人（演：江端英久）
第3話,10/23<br>10/24<br>10/25<br>10/30<br>10/31<br>11/1,狐に化かされた霊媒,橋田紘緒<br>石田比奈子<br>霊媒詐欺師（演：津久井啓太）<br>藤永（演：宍戸美和公）<br>悪党（演：山野択也）<br>霊媒詐欺師（演：六角精児）<br>鬼頭冴子（演：ローバー美々）<br>パチンコ屋（演：冴木尚人）<br>悪党（演：内藤正樹）<br>藤永の夫（演：賀川黒之助）
第4話,11/13<br>11/14<br>11/15<br>11/20<br>11/21<br>11/22,魔の湖の呼び声,佐久間信子<br>今野洋介（演：三上大和）<br>相原泉（演：大賀埜々）<br>ミヨ（演：本多彩子）<br>村人（演：重田千穂子）<br>河合静也（演：羽緒レイ）<br>マリコ（演：源河里奈）<br>アイスクリーム屋（演：蛭川麻季子）
第5話,11/27<br>11/28<br>11/29<br>12/4<br>12/5<br>12/6,五千年の呪い,徐桑安<br>伊藤俊輔<br>大三元（演：中丸新将）<br>天和（演：大森うたえもん）<br>清老師（演：加地健太郎）<br>門番（演：周東海）<br>緑一色（演：三原順子）<br>四暗刻の弟子（演：山田玲奈）<br>四暗刻（演：町田幸夫）<br>悪霊（演：溝呂木萌）
