<th class="prof-girl">,<a href="../../../member/shigemoto-kotori/">,重本 ことり,ヴォーカル,中１,1995/10/5,avex artist academy
<th class="prof-girl">,<a href="http://instagram.com/hibi_mikoto" target="_blank">,日比 美思,ヴォーカル,小５,1998/9/20,湘南アクターズスクール
<th class="prof-girl">,<a href="https://instagram.com/etone__momona/" target="_blank">,玉川 桃奈,ダンス,中１,1997/3/24,宮城県
<th class="prof-boy">,<a href="https://twitter.com/AKIRAT_official" target="_blank">,高野 洸,ダンス,小６,1997/7/22,福岡県
<th class="prof-girl">,<a href="https://twitter.com/Yuno__official" target="_blank">,大原 優乃,ダンス,小４,1999/10/8,鹿児島県
