1st mini Album<br>2010.3.10,『 RUN TO THE FUTURE 』,タビダチノウタ<br>We are めっchallenger!!<br>ひまわり<br>アリガトウの季節<br>I don’t obey ～僕らのプライド～
2nd mini Album<br>2011.5.4,『DAYS』,学園天国<br>恋のダイヤル6700<br>僕らのナツ！！<br>ありがとう ～君に届けたいMelody～<br>段々 GROW UP！<br>シュンカシュウトウ
1st Album<br>2013.11.20,『まごころ to you 』 ,We are Dreamer<br>みんなで手をつなごう<br>ドレミファソライロ<br>きっとずっとHappy!<br>COME ON！<br>じゃんけんPON!<br>シェキメキ！<br>Go my way!<br> Never give up!<br>I★my★me★mine<br>READY GO!!<br>Hop! Step! ダンス↑↑<br>パラリルラ♪<br>EZ DO DANCE<br>夜空をこえて
2nd Album<br>2015.2.11,『Dream5 ～5th Anniversary～<br>シングルコレクション』, I don't obey ～僕らのプライド～<br>僕らのナツ！！<br>恋のダイヤル6700<br>Like & Peace!<br>キラキラ Every day<br>I★my★me★mine<br>READY GO!!<br>シェキメキ！<br>COME ON!<br>Hop! Step! ダンス↑↑<br>We are Dreamer<br>Break Out<br>ようかい体操第一<br>ハッピーデー<br>ダン・ダン ドゥビ・ズバー！<br>Our Days<br>スタートライン
3rd mini Album<br>2016.2.24,『 COLORS 』,Do you wanna Dance?<br>カラフルチューン<br>宝物<br>ようかい体操第二<br>White Wonder Land<br>futuristic<br>BOY MEETS GIRL
