SF(?)スペース新喜劇 宇宙旅館SOS!,2002/8/3,東京都渋谷区 NHKホール,2002/9/15,
教育フェア2002 MTKミニライブ,2002/11/3,NHKスタジオパーク,テレビ放送なし,
MTKスーパーライブ2003,2003/1/26,大阪府大阪市 NHK大阪ホール,2003/2/11,
