天才てれびくんＹＯＵ 立花団長in広島,2017/5/4,NHK広島放送局,テレビ放送なし,
公開収録,2017/6/17,千葉市子ども交流館,2017/7/10,放送内とＥＤにイベントの模様が一部放送された
天才てれびくんＹＯＵ 立花団長＆小島主任ｉｎふくしま,2017/8/19,こむこむ わいわいホール,テレビ放送なし,
天才てれびくんＹＯＵ 立花団長＆小島主任ｉｎ熊本,2017/10/15,尚絅学園 九品寺キャンパス 学園管理棟５階 多目的ホール,テレビ放送なし,
Nスポ！2017 みんなでおどろう WITH WITH YOU！,2017/10/29,ＮＨＫ放送センター,テレビ放送なし,
ＮＨＫ文化祭 親子でクッキング♪スペシャルクッキング＆トーク,2017/11/3,ＮＨＫ放送センター,テレビ放送なし,
天才てれびくんＹＯＵ 立花団長＆小島主任ｉｎ松山,2017/11/19,ＮＨＫ松山放送局,テレビ放送なし,
ＮＨＫコミュニティー・スクールin豊海<br>「天才てれびくんＹＯＵ 出張トークショー」,2017/12/9,中央区豊海小学校・幼稚園 一階 遊戯室,テレビ放送なし,
みつかるEテレまつり～Eね!宝島～,2018/2/24,二子玉川ライズ ガレリア,テレビ放送なし,
