1,白坂奈々,安眠妨害罪,09年3月30日
2,脇菜々香,児童悪影響罪,09年4月6日
3,鎮西寿々歌,児童不快罪,09年4月13日
4,長江崚行,労働酷使罪,09年4月20日
5,上妻成吾,異臭物放置罪,09年5月4日
6,メロディーチューバック,幼児偽装罪,09年5月11日
7,中村あやの,家庭内横領罪,09年5月18日
8,加藤ジーナ,食欲減退罪,09年5月25日
9,千葉一磨,自己中心罪,09年6月8日
10,伊藤元太,やめてくだ罪,09年6月15日
11,木村遼,う罪,09年6月22日
12,重本ことり,背信罪,09年6月29
