麿赤児
蝶野正洋
オリエンタルラジオ 中田敦彦
オリエンタルラジオ 藤森慎吾
ジョンテ・モーニング
シャンプーハット 小出水直樹
千鳥　大悟
千鳥　ノブ
麒麟　川島明
麒麟　田村裕
森崎博之
品川庄司 庄司智春
U字工事　福田薫
U字工事　益子卓郎
松永天馬
ラバーガール　飛永翼
ラバーガール　大泉洋介
