麿赤児
蝶野正洋
オリエンタルラジオ 中田敦彦
オリエンタルラジオ 藤森慎吾
ジョンテ・モーニング
小出水直樹
千鳥　大悟
千鳥　ノブ
麒麟　川島明
麒麟　田村裕
森崎博之
