和牛 水田信二
和牛 川西賢志郎
かまいたち 山内健司
かまいたち 濱家隆一
霜降り明星 せいや
霜降り明星 粗品
高橋メアリージュン
パンサー 向井慧
ロン・モンロウ
カミナリ 竹内まなぶ
カミナリ 石田たくみ
ダイアン 津田篤宏
インディアンス 田渕章裕
四千頭身 後藤拓実
髭男爵 山田ルイ53世
小島よしお
メイプル超合金 安藤なつ
Wエンジン チャンカワイ
s**t kingz NOPPO
ANZEN漫才 あらぽん
