1993&#44; 1994&#44; 1996&#44; 1997,てっちゃん,千葉繁
1995,玉三郎,梅津秀行
1997,てつまろ,中尾隆聖
1998,TKくん,千葉繁
1999,TK2くん,千葉繁
1999,TK子,くじら
2000,エバラン,江原正士
2001,モンゴ,中尾隆聖
2002,ブッチョー部長,坂口候一
2003,タマ部長,坂口候一
2003,エトワール,高田由美
2004,ラビ零号,坂口候一
2004,ラビ88号,高田由美
2005,おんつくん,堀本等
2006,おんつ8世,久嶋志帆
2006,みみぃ,成田紗矢香
2006,びびん★,成田紗矢香
2006,∞（ムゲン）,千葉繁
2007&#44; 2008,もんじ,久嶋志帆
2007,いりか,成田紗矢香
2020,あどミン,新谷真弓
