青柳 凛,逢沢りな,ボックスコーポレーション所属 代表作『炎神戦隊ゴーオンジャー』（テレビ朝日）楼山早輝/ゴーオンイエロー 役
御代 武,加藤慶祐,ボックスコーポレーション所属 代表作『仮面ライダーキバ』（テレビ朝日）名護啓介/仮面ライダーイクサ役
グラウクス,和田三四郎、北島康平,[スーツアクター] J-STUNTS NETWORK所属(和田)
ゼーロス,沖原一生,
依田,牧口元美,
