アリス,谷花音,テアトルアカデミー劇団コスモス児童部 所属 代表作『名前をなくした女神』（フジテレビ）進藤羅羅 役
香川梨花,恒吉 梨絵,ボックスコーポレーション所属
坂本大介,井上正大,ボックスコーポレーション所属 代表作　『仮面ライダーディケイド』門矢士 役
店長,菊池秀之,
占い師,柴山美保,
